tutor_id,experience,year,term,policy,student_satisfaction,metric,mmss
67,mid,2024,spring,human,8.6,session_time,35:55.8
67,mid,2024,summer,human,124.12,wait_time,1793:22.8
67,mid,2024,summer,human,79.76,session_time,47:28.9
67,mid,2024,autumn,human,41.9,wait_time,2837:47.7
67,mid,2024,autumn,human,41.9,session_time,40:41.0
67,mid,2025,winter,ai_assist,88.6,wait_time,1842:52.3
67,mid,2025,winter,ai_assist,88.6,session_time,43:06.4
67,mid,2025,spring,ai_assist,18.7,wait_time,3041:20.5
67,mid,2025,spring,ai_assist,18.7,session_time,45:26.3
67,mid,2025,summer,ai_assist,91.72,wait_time,1923:42.9
67,mid,2025,summer,ai_assist,102.24,session_time,44:50.6
67,mid,2025,autumn,ai_assist,100,wait_time,2468:54.7
67,mid,2025,autumn,ai_assist,100,session_time,40:22.7
68,novice,2021,winter,human,20.6,wait_time,5977:43.9
68,novice,2021,winter,human,20.6,session_time,26:25.9
68,novice,2021,spring,ai_assist,0,wait_time,9747:56.8
68,novice,2021,spring,ai_assist,0,session_time,15:00.0
68,novice,2021,summer,human,100.84,wait_time,5888:54.8
68,novice,2021,summer,human,101.9,session_time,24:01.1
68,novice,2021,autumn,ai_assist,88.4,wait_time,9614:59.9
68,novice,2021,autumn,ai_assist,88.4,session_time,15:00.0
68,novice,2022,winter,human,80.66,wait_time,4981:24.5
68,novice,2022,winter,human,105.96,session_time,21:25.4
68,novice,2022,spring,ai_assist,92.74,wait_time,9504:31.5
68,novice,2022,spring,ai_assist,57.34,session_time,19:50.8
68,novice,2022,summer,human,19.77,wait_time,4520:26.6
68,novice,2022,summer,human,23.63,session_time,20:44.5
68,novice,2022,autumn,ai_assist,68.21,wait_time,10179:45.2
68,novice,2022,autumn,ai_assist,81.02,session_time,16:39.5
68,novice,2023,winter,ai_assist,42.27,wait_time,5541:56.3
68,novice,2023,winter,ai_assist,45.22,session_time,24:24.7
68,novice,2023,spring,human,0,wait_time,4936:04.2
68,novice,2023,spring,human,0,session_time,20:26.0
68,novice,2023,summer,human,93.75,wait_time,4377:05.8
68,novice,2023,summer,human,105.8,session_time,23:32.4
68,novice,2023,autumn,human,0,wait_time,5457:27.3
68,novice,2023,autumn,human,0,session_time,18:18.0
68,novice,2024,winter,human,79.4,wait_time,4509:37.7
68,novice,2024,winter,human,79.4,session_time,28:01.2
68,novice,2024,spring,ai_assist,100,wait_time,4907:41.7
68,novice,2024,spring,ai_assist,100,session_time,21:18.5
68,novice,2024,summer,human,25.89,wait_time,4476:36.2
68,novice,2024,summer,human,30.86,session_time,24:07.4
68,novice,2024,autumn,human,76.8,wait_time,5518:41.0
68,novice,2024,autumn,human,76.8,session_time,19:40.6
68,novice,2025,winter,ai_assist,0,wait_time,3416:39.1
68,novice,2025,winter,ai_assist,0,session_time,21:42.9
68,novice,2025,spring,ai_assist,11.7,wait_time,4328:46.5
68,novice,2025,spring,ai_assist,11.7,session_time,22:00.4
68,novice,2025,summer,ai_assist,88.52,wait_time,4072:08.6
68,novice,2025,summer,ai_assist,81.06,session_time,26:49.4
68,novice,2025,autumn,human,92,wait_time,5631:34.7
68,novice,2025,autumn,human,92,session_time,24:34.7
69,novice,2021,winter,human,14.1,wait_time,5276:32.4
69,novice,2021,winter,human,14.1,session_time,16:54.3
69,novice,2021,spring,ai_assist,100,wait_time,11047:08.0
69,novice,2021,spring,ai_assist,100,session_time,15:00.0
69,novice,2021,summer,ai_assist,23.61,wait_time,8111:59.6
69,novice,2021,summer,ai_assist,-0.66,session_time,15:00.0
69,novice,2021,autumn,ai_assist,100,wait_time,9982:45.6
69,novice,2021,autumn,ai_assist,100,session_time,15:00.0
69,novice,2022,winter,human,102.62,wait_time,6347:55.9
69,novice,2022,winter,human,92.82,session_time,18:35.7
69,novice,2022,spring,ai_assist,107.69,wait_time,9453:29.5
69,novice,2022,spring,ai_assist,120.04,session_time,15:00.0
69,novice,2022,summer,ai_assist,108.17,wait_time,7399:12.8
69,novice,2022,summer,ai_assist,110.69,session_time,17:15.2
69,novice,2022,autumn,ai_assist,30.8,wait_time,9694:14.3
69,novice,2022,autumn,ai_assist,-14.67,session_time,15:00.0
69,novice,2023,winter,human,46.52,wait_time,5003:17.3
69,novice,2023,winter,human,45.77,session_time,21:03.1
69,novice,2023,spring,ai_assist,62.4,wait_time,6680:20.9
69,novice,2023,spring,ai_assist,62.4,session_time,15:43.5
69,novice,2023,summer,human,103.97,wait_time,4688:48.6
69,novice,2023,summer,human,92.46,session_time,18:55.9
69,novice,2023,autumn,ai_assist,17.3,wait_time,7704:12.2
69,novice,2023,autumn,ai_assist,17.3,session_time,15:00.0
69,novice,2024,winter,ai_assist,81.5,wait_time,4128:56.1
69,novice,2024,winter,ai_assist,81.5,session_time,19:26.9
69,novice,2024,spring,human,0,wait_time,6821:43.9
69,novice,2024,spring,human,0,session_time,20:41.0
69,novice,2024,summer,human,102.62,wait_time,4999:20.9
69,novice,2024,summer,human,112.85,session_time,23:25.1
69,novice,2024,autumn,human,82.6,wait_time,6902:40.4
69,novice,2024,autumn,human,82.6,session_time,20:38.0
69,novice,2025,winter,human,28.9,wait_time,5686:58.3
69,novice,2025,winter,human,28.9,session_time,23:32.6
69,novice,2025,spring,ai_assist,45,wait_time,3793:17.8
69,novice,2025,spring,ai_assist,45,session_time,17:08.0
69,novice,2025,summer,ai_assist,84.91,wait_time,4277:12.1
69,novice,2025,summer,ai_assist,47.83,session_time,18:40.4
69,novice,2025,autumn,human,44.9,wait_time,5696:23.4
69,novice,2025,autumn,human,44.9,session_time,16:54.8
70,novice,2021,winter,ai_assist,38.4,wait_time,8898:26.9
70,novice,2021,winter,ai_assist,38.4,session_time,18:42.2
70,novice,2021,spring,human,100,wait_time,6722:37.9
70,novice,2021,spring,human,100,session_time,16:49.5
70,novice,2021,summer,human,-25.76,wait_time,5340:47.8
70,novice,2021,summer,human,-1.21,session_time,21:16.8
70,novice,2021,autumn,human,21.9,wait_time,6340:05.7
70,novice,2021,autumn,human,21.9,session_time,18:56.5
70,novice,2022,winter,human,61.75,wait_time,5115:15.0
70,novice,2022,winter,human,21.1,session_time,24:48.9
70,novice,2022,spring,ai_assist,-5.57,wait_time,8186:12.3
70,novice,2022,spring,ai_assist,0.3,session_time,15:00.0
70,novice,2022,summer,ai_assist,109.03,wait_time,7486:41.1
70,novice,2022,summer,ai_assist,79.27,session_time,20:45.6
70,novice,2022,autumn,ai_assist,120.44,wait_time,10282:19.0
70,novice,2022,autumn,ai_assist,102.78,session_time,17:03.5
70,novice,2023,winter,human,100.02,wait_time,5697:29.3
70,novice,2023,winter,human,106.08,session_time,23:46.9
70,novice,2023,spring,ai_assist,28.7,wait_time,6703:24.6
70,novice,2023,spring,ai_assist,28.7,session_time,16:04.8
70,novice,2023,summer,human,105.96,wait_time,4316:41.2
70,novice,2023,summer,human,86.76,session_time,21:45.5
70,novice,2023,autumn,human,68.3,wait_time,5489:21.7
70,novice,2023,autumn,human,68.3,session_time,18:50.2
70,novice,2024,winter,human,100,wait_time,5193:33.8
70,novice,2024,winter,human,100,session_time,25:48.9
70,novice,2024,spring,human,100,wait_time,5263:32.5
70,novice,2024,spring,human,100,session_time,21:58.1
70,novice,2024,summer,human,115.67,wait_time,4773:06.7
70,novice,2024,summer,human,81.65,session_time,23:26.2
70,novice,2024,autumn,ai_assist,0,wait_time,6253:50.2
70,novice,2024,autumn,ai_assist,0,session_time,20:31.0
70,novice,2025,winter,ai_assist,100,wait_time,3766:36.5
70,novice,2025,winter,ai_assist,100,session_time,21:14.4
70,novice,2025,spring,human,0,wait_time,5948:56.6
70,novice,2025,spring,human,0,session_time,20:51.7
70,novice,2025,summer,human,8.88,wait_time,3900:29.2
70,novice,2025,summer,human,-12.21,session_time,24:47.6
70,novice,2025,autumn,human,94.2,wait_time,4447:49.3
70,novice,2025,autumn,human,94.2,session_time,20:22.5
71,novice,2021,winter,ai_assist,0,wait_time,8823:10.1
71,novice,2021,winter,ai_assist,0,session_time,16:28.1
71,novice,2021,spring,ai_assist,100,wait_time,10945:58.6
71,novice,2021,spring,ai_assist,100,session_time,16:22.4
71,novice,2021,summer,human,15.88,wait_time,5280:35.3
71,novice,2021,summer,human,8.89,session_time,17:42.8
71,novice,2021,autumn,ai_assist,52.6,wait_time,9724:31.8
71,novice,2021,autumn,ai_assist,52.6,session_time,15:00.0
71,novice,2022,winter,ai_assist,104.75,wait_time,8113:37.2
71,novice,2022,winter,ai_assist,123.13,session_time,17:39.7
71,novice,2022,spring,ai_assist,22.76,wait_time,10245:54.5
71,novice,2022,spring,ai_assist,21.11,session_time,15:00.0
71,novice,2022,summer,ai_assist,121.24,wait_time,6418:59.2
71,novice,2022,summer,ai_assist,113.54,session_time,15:00.0
71,novice,2022,autumn,human,6.89,wait_time,5984:39.9
71,novice,2022,autumn,human,1.67,session_time,18:18.4
71,novice,2023,winter,ai_assist,0.43,wait_time,5344:43.1
71,novice,2023,winter,ai_assist,-4.46,session_time,18:57.7
71,novice,2023,spring,ai_assist,0,wait_time,7625:06.3
71,novice,2023,spring,ai_assist,0,session_time,16:34.7
71,novice,2023,summer,ai_assist,38.16,wait_time,5480:04.8
71,novice,2023,summer,ai_assist,78.77,session_time,18:44.3
71,novice,2023,autumn,human,0,wait_time,6110:08.1
71,novice,2023,autumn,human,0,session_time,17:11.8
71,novice,2024,winter,human,100,wait_time,4629:21.7
71,novice,2024,winter,human,100,session_time,16:34.1
71,novice,2024,spring,human,45.7,wait_time,5747:21.1
71,novice,2024,spring,human,45.7,session_time,20:01.6
71,novice,2024,summer,ai_assist,98.94,wait_time,3899:46.5
71,novice,2024,summer,ai_assist,91.84,session_time,19:54.4
71,novice,2024,autumn,human,100,wait_time,5228:11.0
71,novice,2024,autumn,human,100,session_time,16:57.4
71,novice,2025,winter,human,84.7,wait_time,4289:56.8
71,novice,2025,winter,human,84.7,session_time,21:52.0
71,novice,2025,spring,ai_assist,5.5,wait_time,4699:59.0
71,novice,2025,spring,ai_assist,5.5,session_time,16:00.0
71,novice,2025,summer,human,86.94,wait_time,4485:05.0
71,novice,2025,summer,human,99.11,session_time,21:17.4
71,novice,2025,autumn,ai_assist,84.5,wait_time,4783:33.3
71,novice,2025,autumn,ai_assist,84.5,session_time,17:40.6
72,mid,2021,winter,ai_assist,52.1,wait_time,4234:06.9
72,mid,2021,winter,ai_assist,52.1,session_time,30:37.8
72,mid,2021,spring,human,91.3,wait_time,3290:11.8
72,mid,2021,spring,human,91.3,session_time,42:13.4
72,mid,2021,summer,human,86.51,wait_time,2410:56.1
72,mid,2021,summer,human,124.91,session_time,37:36.7
72,mid,2021,autumn,human,87,wait_time,3495:57.2
72,mid,2021,autumn,human,87,session_time,31:07.5
72,mid,2022,winter,human,80.34,wait_time,2136:10.0
72,mid,2022,winter,human,102.55,session_time,36:19.3
72,mid,2022,spring,ai_assist,90.1,wait_time,4848:40.2
72,mid,2022,spring,ai_assist,121.37,session_time,33:50.2
72,mid,2022,summer,ai_assist,69.05,wait_time,3715:53.8
72,mid,2022,summer,ai_assist,110.72,session_time,37:09.5
72,mid,2022,autumn,human,118.73,wait_time,3010:22.5
72,mid,2022,autumn,human,95.23,session_time,37:58.0
72,mid,2023,winter,human,104.63,wait_time,2012:55.7
72,mid,2023,winter,human,105.46,session_time,34:37.1
72,mid,2023,spring,ai_assist,100,wait_time,3380:50.9
72,mid,2023,spring,ai_assist,100,session_time,36:07.3
72,mid,2023,summer,human,95.12,wait_time,2360:50.6
72,mid,2023,summer,human,87.69,session_time,40:17.2
72,mid,2023,autumn,ai_assist,1.5,wait_time,3636:45.3
72,mid,2023,autumn,ai_assist,1.5,session_time,40:45.5
72,mid,2024,winter,ai_assist,79.1,wait_time,1744:20.4
72,mid,2024,winter,ai_assist,79.1,session_time,40:54.2
72,mid,2024,spring,ai_assist,18.9,wait_time,2265:17.4
72,mid,2024,spring,ai_assist,18.9,session_time,36:30.4
72,mid,2024,summer,human,59.56,wait_time,2435:52.8
72,mid,2024,summer,human,84.2,session_time,53:28.7
72,mid,2024,autumn,ai_assist,55.6,wait_time,3121:02.7
72,mid,2024,autumn,ai_assist,55.6,session_time,44:42.2
72,mid,2025,winter,human,4.7,wait_time,2098:17.2
72,mid,2025,winter,human,4.7,session_time,43:10.1
72,mid,2025,spring,human,96.4,wait_time,2359:27.7
72,mid,2025,spring,human,96.4,session_time,35:08.4
72,mid,2025,summer,ai_assist,93.07,wait_time,2125:25.6
72,mid,2025,summer,ai_assist,109.77,session_time,48:57.3
72,mid,2025,autumn,human,99.1,wait_time,2874:04.3
72,mid,2025,autumn,human,99.1,session_time,36:16.8
73,mid,2021,winter,human,100,wait_time,2665:57.4
73,mid,2021,winter,human,100,session_time,41:41.7
73,mid,2021,spring,ai_assist,0,wait_time,3870:26.4
73,mid,2021,spring,ai_assist,0,session_time,31:51.3
73,mid,2021,summer,ai_assist,73.13,wait_time,4099:33.0
73,mid,2021,summer,ai_assist,73.19,session_time,36:16.5
73,mid,2021,autumn,human,80,wait_time,2384:10.6
73,mid,2021,autumn,human,80,session_time,28:44.3
73,mid,2022,winter,ai_assist,52.18,wait_time,2709:18.1
73,mid,2022,winter,ai_assist,72.09,session_time,36:35.1
73,mid,2022,spring,ai_assist,81.23,wait_time,3363:49.5
73,mid,2022,spring,ai_assist,128.53,session_time,33:42.9
73,mid,2022,summer,ai_assist,46.88,wait_time,3312:35.4
73,mid,2022,summer,ai_assist,41.41,session_time,38:35.3
73,mid,2022,autumn,ai_assist,67.07,wait_time,3939:42.6
73,mid,2022,autumn,ai_assist,74.78,session_time,32:58.0
73,mid,2023,winter,human,2.55,wait_time,1984:05.4
73,mid,2023,winter,human,4.7,session_time,45:47.9
73,mid,2023,spring,human,100,wait_time,1877:15.2
73,mid,2023,spring,human,100,session_time,33:15.8
73,mid,2023,summer,ai_assist,109.23,wait_time,2372:23.2
73,mid,2023,summer,ai_assist,93.73,session_time,42:17.3
73,mid,2023,autumn,ai_assist,72,wait_time,3060:57.6
73,mid,2023,autumn,ai_assist,72,session_time,42:44.2
73,mid,2024,winter,human,100,wait_time,2021:02.9
73,mid,2024,winter,human,100,session_time,41:16.1
73,mid,2024,spring,ai_assist,75.1,wait_time,2648:46.7
73,mid,2024,spring,ai_assist,75.1,session_time,47:40.3
73,mid,2024,summer,human,105.42,wait_time,1807:15.6
73,mid,2024,summer,human,101.89,session_time,46:55.5
73,mid,2024,autumn,human,100,wait_time,2649:48.5
73,mid,2024,autumn,human,100,session_time,36:49.3
73,mid,2025,winter,ai_assist,27.7,wait_time,1931:15.7
73,mid,2025,winter,ai_assist,27.7,session_time,44:17.2
73,mid,2025,spring,ai_assist,53.4,wait_time,2079:45.9
73,mid,2025,spring,ai_assist,53.4,session_time,51:35.9
73,mid,2025,summer,human,110.58,wait_time,1772:51.8
73,mid,2025,summer,human,109.73,session_time,54:10.8
73,mid,2025,autumn,ai_assist,90.7,wait_time,2499:57.4
73,mid,2025,autumn,ai_assist,90.7,session_time,50:48.3
74,mid,2021,winter,human,100,wait_time,2330:50.4
74,mid,2021,winter,human,100,session_time,33:44.7
74,mid,2021,spring,ai_assist,48.5,wait_time,4301:59.0
74,mid,2021,spring,ai_assist,48.5,session_time,30:03.7
74,mid,2021,summer,human,49.35,wait_time,2275:28.1
74,mid,2021,summer,human,35.27,session_time,35:49.5
74,mid,2021,autumn,human,23.7,wait_time,2991:33.5
74,mid,2021,autumn,human,23.7,session_time,32:12.8
74,mid,2022,winter,ai_assist,122.43,wait_time,3163:46.8
74,mid,2022,winter,ai_assist,114.79,session_time,30:31.4
74,mid,2022,spring,ai_assist,87.57,wait_time,4358:07.4
74,mid,2022,spring,ai_assist,79.56,session_time,33:46.7
74,mid,2022,summer,ai_assist,124.16,wait_time,3586:32.8
74,mid,2022,summer,ai_assist,129.54,session_time,37:32.3
74,mid,2022,autumn,ai_assist,89.75,wait_time,3870:52.8
74,mid,2022,autumn,ai_assist,91.15,session_time,30:59.6
74,mid,2023,winter,human,89.42,wait_time,2327:46.9
74,mid,2023,winter,human,83.5,session_time,37:52.4
74,mid,2023,spring,human,19.4,wait_time,2503:47.2
74,mid,2023,spring,human,19.4,session_time,35:38.2
74,mid,2023,summer,ai_assist,84.84,wait_time,2907:46.4
74,mid,2023,summer,ai_assist,81.59,session_time,40:30.1
74,mid,2023,autumn,human,75.3,wait_time,2512:47.8
74,mid,2023,autumn,human,75.3,session_time,30:20.0
74,mid,2024,winter,ai_assist,51.6,wait_time,2232:57.2
74,mid,2024,winter,ai_assist,51.6,session_time,40:44.0
74,mid,2024,spring,human,100,wait_time,2126:24.4
74,mid,2024,spring,human,100,session_time,35:48.8
74,mid,2024,summer,ai_assist,88.86,wait_time,1966:30.9
74,mid,2024,summer,ai_assist,117.92,session_time,42:16.7
74,mid,2024,autumn,human,100,wait_time,2553:35.1
74,mid,2024,autumn,human,100,session_time,37:13.1
74,mid,2025,winter,ai_assist,72.5,wait_time,1847:28.4
74,mid,2025,winter,ai_assist,72.5,session_time,40:36.8
74,mid,2025,spring,ai_assist,100,wait_time,2582:04.4
74,mid,2025,spring,ai_assist,100,session_time,40:17.0
74,mid,2025,summer,human,113.79,wait_time,1838:38.2
74,mid,2025,summer,human,109.78,session_time,38:43.8
74,mid,2025,autumn,human,73.6,wait_time,2437:31.2
74,mid,2025,autumn,human,73.6,session_time,35:55.1
75,novice,2021,winter,ai_assist,36.6,wait_time,9165:34.1
75,novice,2021,winter,ai_assist,36.6,session_time,15:10.9
75,novice,2021,spring,human,18.5,wait_time,6590:02.9
75,novice,2021,spring,human,18.5,session_time,15:01.3
75,novice,2021,summer,ai_assist,-6.83,wait_time,9452:38.7
75,novice,2021,summer,ai_assist,35.8,session_time,17:00.7
75,novice,2021,autumn,human,82.9,wait_time,6048:03.8
75,novice,2021,autumn,human,82.9,session_time,15:00.0
75,novice,2022,winter,ai_assist,-33.58,wait_time,7542:16.8
75,novice,2022,winter,ai_assist,20.35,session_time,16:08.3
75,novice,2022,spring,human,32.34,wait_time,6323:26.3
75,novice,2022,spring,human,53.3,session_time,16:02.6
75,novice,2022,summer,human,40.4,wait_time,5368:58.6
75,novice,2022,summer,human,56.49,session_time,18:07.1
75,novice,2022,autumn,ai_assist,85.62,wait_time,9864:20.9
75,novice,2022,autumn,ai_assist,87.52,session_time,15:00.0
75,novice,2023,winter,human,70.93,wait_time,5156:13.2
75,novice,2023,winter,human,66.91,session_time,21:08.1
75,novice,2023,spring,human,13.2,wait_time,5828:44.2
75,novice,2023,spring,human,13.2,session_time,15:08.3
75,novice,2023,summer,ai_assist,62.56,wait_time,4891:06.9
75,novice,2023,summer,ai_assist,87.31,session_time,17:50.9
75,novice,2023,autumn,human,76.5,wait_time,5740:27.0
75,novice,2023,autumn,human,76.5,session_time,15:04.2
75,novice,2024,winter,human,17.3,wait_time,5046:57.1
75,novice,2024,winter,human,17.3,session_time,22:49.5
75,novice,2024,spring,ai_assist,0,wait_time,4714:44.6
75,novice,2024,spring,ai_assist,0,session_time,16:03.8
75,novice,2024,summer,human,89.91,wait_time,4468:55.7
75,novice,2024,summer,human,118.9,session_time,19:17.7
75,novice,2024,autumn,ai_assist,43.3,wait_time,5871:48.2
75,novice,2024,autumn,ai_assist,43.3,session_time,17:42.5
75,novice,2025,winter,ai_assist,83.2,wait_time,4253:04.3
75,novice,2025,winter,ai_assist,83.2,session_time,20:34.6
75,novice,2025,spring,ai_assist,100,wait_time,5828:54.3
75,novice,2025,spring,ai_assist,100,session_time,20:19.7
75,novice,2025,summer,ai_assist,93.77,wait_time,4123:54.9
75,novice,2025,summer,ai_assist,83.67,session_time,20:00.9
75,novice,2025,autumn,human,27.8,wait_time,5133:12.6
75,novice,2025,autumn,human,27.8,session_time,19:12.0
76,mid,2021,winter,ai_assist,93.1,wait_time,4014:26.2
76,mid,2021,winter,ai_assist,93.1,session_time,25:45.7
76,mid,2021,spring,ai_assist,88.1,wait_time,4477:51.3
76,mid,2021,spring,ai_assist,88.1,session_time,23:30.5
76,mid,2021,summer,human,108.01,wait_time,2529:38.5
76,mid,2021,summer,human,102.01,session_time,26:06.0
76,mid,2021,autumn,ai_assist,100,wait_time,5901:08.8
76,mid,2021,autumn,ai_assist,100,session_time,23:36.7
76,mid,2022,winter,ai_assist,88.46,wait_time,3746:32.8
76,mid,2022,winter,ai_assist,90.87,session_time,27:03.2
76,mid,2022,spring,ai_assist,66.13,wait_time,4857:24.3
76,mid,2022,spring,ai_assist,67.77,session_time,29:56.3
76,mid,2022,summer,ai_assist,58.55,wait_time,3881:45.2
76,mid,2022,summer,ai_assist,75.52,session_time,25:54.1
76,mid,2022,autumn,human,17.65,wait_time,3523:13.0
76,mid,2022,autumn,human,39.11,session_time,30:22.6
76,mid,2023,winter,ai_assist,64.71,wait_time,3310:13.2
76,mid,2023,winter,ai_assist,80.47,session_time,33:47.3
76,mid,2023,spring,human,95.4,wait_time,3097:02.4
76,mid,2023,spring,human,95.4,session_time,30:22.2
76,mid,2023,summer,ai_assist,63.06,wait_time,3324:32.9
76,mid,2023,summer,ai_assist,52.89,session_time,28:37.7
76,mid,2023,autumn,human,100,wait_time,3569:26.8
76,mid,2023,autumn,human,100,session_time,27:52.8
76,mid,2024,winter,human,55.9,wait_time,2604:55.9
76,mid,2024,winter,human,55.9,session_time,33:27.4
76,mid,2024,spring,ai_assist,100,wait_time,2953:44.5
76,mid,2024,spring,ai_assist,100,session_time,35:10.0
76,mid,2024,summer,ai_assist,103.43,wait_time,2684:12.1
76,mid,2024,summer,ai_assist,91.68,session_time,41:06.3
76,mid,2024,autumn,human,100,wait_time,2534:28.7
76,mid,2024,autumn,human,100,session_time,28:27.6
76,mid,2025,winter,human,71.4,wait_time,2026:46.6
76,mid,2025,winter,human,71.4,session_time,30:20.9
76,mid,2025,spring,ai_assist,63.4,wait_time,2224:11.5
76,mid,2025,spring,ai_assist,63.4,session_time,26:10.6
76,mid,2025,summer,human,104.19,wait_time,2684:40.7
76,mid,2025,summer,human,109.08,session_time,34:12.8
76,mid,2025,autumn,human,0,wait_time,2990:41.1
76,mid,2025,autumn,human,0,session_time,29:38.9
77,novice,2021,winter,ai_assist,77.3,wait_time,8169:18.4
77,novice,2021,winter,ai_assist,77.3,session_time,15:24.1
77,novice,2021,spring,ai_assist,89.3,wait_time,9734:37.9
77,novice,2021,spring,ai_assist,89.3,session_time,15:00.0
77,novice,2021,summer,human,-4.47,wait_time,4584:43.0
77,novice,2021,summer,human,1.99,session_time,16:39.7
77,novice,2021,autumn,human,100,wait_time,5167:07.3
77,novice,2021,autumn,human,100,session_time,15:00.0
77,novice,2022,winter,ai_assist,86.29,wait_time,7110:44.8
77,novice,2022,winter,ai_assist,40.39,session_time,16:29.6
77,novice,2022,spring,ai_assist,67.89,wait_time,7506:06.8
77,novice,2022,spring,ai_assist,62.41,session_time,15:00.0
77,novice,2022,summer,human,104.35,wait_time,5013:50.4
77,novice,2022,summer,human,75.27,session_time,17:16.9
77,novice,2022,autumn,ai_assist,62.17,wait_time,8211:00.3
77,novice,2022,autumn,ai_assist,93.07,session_time,15:00.0
77,novice,2023,winter,ai_assist,100.69,wait_time,7142:31.9
77,novice,2023,winter,ai_assist,99.26,session_time,18:30.3
77,novice,2023,spring,ai_assist,91.4,wait_time,6540:17.4
77,novice,2023,spring,ai_assist,91.4,session_time,15:19.6
77,novice,2023,summer,human,-1.01,wait_time,4420:42.8
77,novice,2023,summer,human,-0.94,session_time,17:50.8
77,novice,2023,autumn,human,0,wait_time,5735:50.3
77,novice,2023,autumn,human,0,session_time,15:15.9
77,novice,2024,winter,human,100,wait_time,3608:01.7
77,novice,2024,winter,human,100,session_time,15:00.0
77,novice,2024,spring,human,6.5,wait_time,4765:50.3
77,novice,2024,spring,human,6.5,session_time,15:00.0
77,novice,2024,summer,human,111.85,wait_time,4407:50.4
77,novice,2024,summer,human,144.11,session_time,18:37.7
77,novice,2024,autumn,ai_assist,0,wait_time,6090:54.3
77,novice,2024,autumn,ai_assist,0,session_time,15:00.0
77,novice,2025,winter,ai_assist,100,wait_time,4279:19.2
77,novice,2025,winter,ai_assist,100,session_time,21:11.8
77,novice,2025,spring,ai_assist,100,wait_time,5169:51.7
77,novice,2025,spring,ai_assist,100,session_time,17:59.6
77,novice,2025,summer,ai_assist,97.29,wait_time,3852:22.2
77,novice,2025,summer,ai_assist,121.13,session_time,21:10.7
77,novice,2025,autumn,ai_assist,86.8,wait_time,4379:35.0
77,novice,2025,autumn,ai_assist,86.8,session_time,15:00.0
78,expert,2021,winter,human,28.6,wait_time,1366:35.6
78,expert,2021,winter,human,28.6,session_time,55:00.0
78,expert,2021,spring,ai_assist,100,wait_time,2247:29.0
78,expert,2021,spring,ai_assist,100,session_time,49:15.7
78,expert,2021,summer,human,110.51,wait_time,1305:29.8
78,expert,2021,summer,human,109.74,session_time,55:00.0
78,expert,2021,autumn,ai_assist,18.4,wait_time,2102:00.7
78,expert,2021,autumn,ai_assist,18.4,session_time,48:52.5
78,expert,2022,winter,ai_assist,117.7,wait_time,1603:35.2
78,expert,2022,winter,ai_assist,103.03,session_time,55:00.0
78,expert,2022,spring,human,83.69,wait_time,1634:17.7
78,expert,2022,spring,human,78.71,session_time,55:00.0
78,expert,2022,summer,human,42.62,wait_time,1169:43.8
78,expert,2022,summer,human,-7.91,session_time,55:00.0
78,expert,2022,autumn,human,75.91,wait_time,1704:34.9
78,expert,2022,autumn,human,130.27,session_time,55:00.0
78,expert,2023,winter,human,85.07,wait_time,1388:52.6
78,expert,2023,winter,human,75.04,session_time,55:00.0
78,expert,2023,spring,ai_assist,81.2,wait_time,1547:29.5
78,expert,2023,spring,ai_assist,81.2,session_time,55:00.0
78,expert,2023,summer,ai_assist,93.65,wait_time,1225:00.4
78,expert,2023,summer,ai_assist,129.58,session_time,55:00.0
78,expert,2023,autumn,ai_assist,65.8,wait_time,1884:30.7
78,expert,2023,autumn,ai_assist,65.8,session_time,55:00.0
78,expert,2024,winter,human,100,wait_time,1106:02.8
78,expert,2024,winter,human,100,session_time,55:00.0
78,expert,2024,spring,ai_assist,63,wait_time,1183:40.2
78,expert,2024,spring,ai_assist,63,session_time,55:00.0
78,expert,2024,summer,ai_assist,118.03,wait_time,1180:24.7
78,expert,2024,summer,ai_assist,116.99,session_time,55:00.0
78,expert,2024,autumn,ai_assist,34,wait_time,1721:41.7
78,expert,2024,autumn,ai_assist,34,session_time,55:00.0
78,expert,2025,winter,ai_assist,0,wait_time,1124:38.7
78,expert,2025,winter,ai_assist,0,session_time,55:00.0
78,expert,2025,spring,ai_assist,71.7,wait_time,1096:44.3
78,expert,2025,spring,ai_assist,71.7,session_time,55:00.0
78,expert,2025,summer,ai_assist,84.43,wait_time,992:12.7
78,expert,2025,summer,ai_assist,66.57,session_time,55:00.0
78,expert,2025,autumn,ai_assist,78.3,wait_time,1302:11.8
78,expert,2025,autumn,ai_assist,78.3,session_time,55:00.0
79,novice,2021,winter,human,66,wait_time,5303:31.9
79,novice,2021,winter,human,66,session_time,20:24.4
79,novice,2021,spring,human,0,wait_time,7136:55.8
79,novice,2021,spring,human,0,session_time,15:42.5
79,novice,2021,summer,ai_assist,79.32,wait_time,8915:57.5
79,novice,2021,summer,ai_assist,76.99,session_time,15:57.0
79,novice,2021,autumn,human,84,wait_time,8649:43.0
79,novice,2021,autumn,human,84,session_time,19:38.2
79,novice,2022,winter,ai_assist,-2.43,wait_time,6529:31.7
79,novice,2022,winter,ai_assist,17.11,session_time,18:32.2
79,novice,2022,spring,human,57.36,wait_time,6645:56.5
79,novice,2022,spring,human,42.28,session_time,17:26.3
79,novice,2022,summer,ai_assist,82.95,wait_time,8491:14.8
79,novice,2022,summer,ai_assist,46.21,session_time,20:05.2
