employee_id,job_role,training_hours,client_contacts,task_switch_hours,performance_index
E0555,account_manager,7.4,4.83,2.9,58.5
E0556,account_manager,6.5,5.31,3.9,32
E0557,implement_specialist,8.4,9.11,3.1,77.6
E0558,implement_specialist,7.4,5.1,3.5,45.1
E0559,support_engineer,6.8,5.9,4.2,58.1
E0560,account_manager,7,6.55,8.7,79.6
E0561,implement_specialist,6.1,7.32,5.1,65.1
E0562,account_manager,6.7,8.37,3.7,59
E0563,account_manager,7.2,13.65,2.2,61.5
E0564,account_manager,8.5,5,5.4,60.1
E0565,implement_specialist,5.5,9.09,5.2,70.5
E0566,account_manager,7.7,8.05,3.8,59.8
E0567,support_engineer,5.8,9.58,8.2,53.1
E0568,implement_specialist,6.3,5.77,8.3,64.3
E0569,implement_specialist,8.1,2.3,6.3,85.9
E0570,account_manager,8.5,9.4,3.1,72.2
E0571,account_manager,7.6,2.94,5,67.8
E0572,support_engineer,7.4,4.27,5.2,64.3
E0573,support_engineer,5.5,8.61,6.4,48.1
E0574,support_engineer,5.6,2.5,8.9,48.2
E0575,account_manager,9.1,4.2,5.8,95.2
E0576,support_engineer,6.4,9.84,4.9,76
E0577,implement_specialist,8.1,9.63,5.3,61.8
E0578,account_manager,8.6,10.46,4.5,56.8
E0579,support_engineer,7.8,3.85,6.4,72.8
E0580,account_manager,7.2,6.08,7.6,42.5
E0581,implement_specialist,8.4,5.46,6.1,61.6
E0582,account_manager,8,0.31,8.7,65.1
E0583,account_manager,6.7,7.25,3.6,45.5
E0584,implement_specialist,8.5,7.7,1.4,54.3
E0585,support_engineer,6.3,9.01,7.3,64.8
E0586,account_manager,7.1,9.6,6.9,53.9
E0587,account_manager,6,3.92,8.6,57.2
E0588,account_manager,8.1,8.08,4.4,60.2
E0589,account_manager,8.1,9.6,6.2,64.8
E0590,implement_specialist,6.6,6.07,9.9,21.1
E0591,account_manager,8.9,10.29,3.5,73.4
E0592,implement_specialist,7.2,10.61,1.3,70.7
E0593,account_manager,7.7,2.56,6,64.9
E0594,account_manager,8.4,8.66,3.9,63.7
E0595,support_engineer,7.6,6.07,9.5,44.9
E0596,support_engineer,6,7.42,5.7,62.3
E0597,account_manager,7.2,5.91,6.1,91.4
E0598,support_engineer,6.2,13.44,3.9,57.9
E0599,support_engineer,9,7.69,9.5,67.5
E0600,account_manager,7.3,8.94,3.2,48.4
E0601,support_engineer,7.4,4.16,4.2,39
E0602,support_engineer,9.2,10.69,7.1,85.2
E0603,implement_specialist,8.5,7.56,2.3,73.6
E0604,account_manager,6.8,5.38,6.6,71.5
E0605,support_engineer,6.6,9.53,4.7,62.1
E0606,support_engineer,4.3,5.57,6.7,67.6
E0607,support_engineer,8.5,8.28,9,53
E0608,account_manager,8.5,8.19,7.5,61.3
E0609,account_manager,4.9,7.22,7.2,53.6
E0610,support_engineer,8.6,7.62,2.9,74.5
E0611,implement_specialist,6.4,5.96,3.4,53
E0612,account_manager,5.8,5.34,7.7,50.1
E0613,account_manager,5.7,1.98,10.3,29.7
E0614,support_engineer,8,7.53,5.5,87.9
E0615,account_manager,7.5,9.42,5.4,63.1
E0616,support_engineer,8,10.54,6,68
E0617,account_manager,7.5,2.93,11.7,65.3
E0618,account_manager,7.8,8.7,5.2,84.4
E0619,account_manager,5.1,1.68,8.6,84.5
E0620,account_manager,5.1,5.75,6.3,56.2
E0621,implement_specialist,7.2,6.09,6.1,42.8
E0622,implement_specialist,8.5,8.85,7.4,59.5
E0623,implement_specialist,5.1,8.36,6.2,59.6
E0624,support_engineer,7.1,9.15,8.4,58.3
E0625,account_manager,6.7,8.06,3.5,74.2
E0626,support_engineer,9.9,10.1,4.8,65.2
E0627,implement_specialist,7,11.02,4.5,48.1
E0628,support_engineer,8.1,9.09,4.6,55.9
E0629,implement_specialist,6.2,3.96,7.5,41.3
E0630,account_manager,6.7,7.9,7.7,59.8
E0631,account_manager,6,5.52,3,64
E0632,implement_specialist,7.5,0.03,7.5,68.1
E0633,implement_specialist,7.3,8.93,3,66.7
E0634,account_manager,5.5,11.17,6.3,63.7
E0635,support_engineer,6.4,7.71,6.6,45.1
E0636,implement_specialist,10.5,11.62,4.7,51.2
E0637,implement_specialist,7.7,9.16,1.1,57.3
E0638,support_engineer,6.8,6.97,5.4,75.4
E0639,support_engineer,6,9.41,3.1,68.4
E0640,account_manager,6.4,4.66,7.4,72.2
E0641,implement_specialist,7.2,7.96,1.4,77.9
E0642,account_manager,5.9,3.38,4.7,65.9
E0643,implement_specialist,8.1,5.04,4,81.4
E0644,support_engineer,7.9,6.59,3.4,71.6
E0645,support_engineer,8,14.36,2.2,73.4
E0646,implement_specialist,5.9,1.95,8,63.5
E0647,support_engineer,6.9,3.13,8.5,49.5
E0648,account_manager,7.3,5.38,5.6,73.1
E0649,support_engineer,6.1,5.42,9.9,59.8
E0650,account_manager,6.7,8.83,1.1,74.2
E0651,account_manager,8.2,10.99,2.8,75.4
E0652,account_manager,7.3,8.65,7.7,44.2
E0653,implement_specialist,6.8,4.71,5,59.3
E0654,implement_specialist,9,7.27,1.3,59.3
E0655,support_engineer,6.3,6.57,4.7,51
E0656,account_manager,7.5,3.22,5.3,61.3
E0657,account_manager,6.3,8.04,7.1,51.4
E0658,support_engineer,5.6,4.02,12,59.4
E0659,account_manager,6,9.95,4.2,62.9
E0660,implement_specialist,8.1,8.05,10.4,52.2
E0661,implement_specialist,6.7,5.98,7.3,67.8
E0662,implement_specialist,5.9,8.19,3.1,65.9
E0663,support_engineer,5.9,8.68,7,74
E0664,support_engineer,8,7.62,8.2,50.9
E0665,support_engineer,7.5,3.9,3.3,63.2
E0666,account_manager,9,6.65,5,67.4
E0667,support_engineer,6.1,4.25,7.5,37.4
E0668,implement_specialist,6.3,7.8,5.1,69.4
E0669,support_engineer,6.1,11.34,10.4,29.4
E0670,implement_specialist,6.1,8.17,6.1,56.1
E0671,account_manager,6.9,4.36,6,63.1
E0672,implement_specialist,7.6,10.7,4.2,47.5
E0673,support_engineer,9.4,11.23,3.5,100
E0674,implement_specialist,7.8,7.69,11.2,65.5
E0675,implement_specialist,8.1,5.55,4.1,59.4
E0676,implement_specialist,7.1,7.25,0.7,47.9
E0677,account_manager,8.3,7.21,7.1,82.6
E0678,implement_specialist,8,8.27,5.6,82.1
E0679,implement_specialist,8.8,3.33,6,70.8
E0680,account_manager,7.5,11.59,5,77.3
E0681,account_manager,7,11.44,7.9,76.3
E0682,implement_specialist,8.6,4.21,5.4,55.1
E0683,implement_specialist,7,7.64,5.1,80.7
E0684,implement_specialist,7.2,4.51,4.2,69.2
E0685,implement_specialist,6.7,6.58,4.8,53
E0686,account_manager,8.1,6.01,6.9,59.3
E0687,account_manager,4.7,1.87,5.5,48.6
E0688,account_manager,7.9,5.14,5.8,52.5
E0689,account_manager,6.5,7.72,9.3,70.6
E0690,implement_specialist,6.2,3.84,7.8,49.8
E0691,implement_specialist,7.3,1.04,5.5,47.8
E0692,support_engineer,7.9,12.41,0.6,77
E0693,support_engineer,6.7,12.33,6.1,47.9
E0694,implement_specialist,6.4,8.82,8.8,43.4
E0695,account_manager,8.4,6.76,2.3,68.4
E0696,account_manager,8.1,9.27,5.9,66.2
E0697,implement_specialist,7.1,0.79,3.4,49.4
E0698,account_manager,8.4,4.75,8.9,28.7
E0699,support_engineer,8.5,6.99,4.2,45.1
E0700,support_engineer,6,8.54,5.3,64.9
E0701,support_engineer,6.9,5.25,7.2,58.6
E0702,account_manager,5.5,2.31,12,72
E0703,support_engineer,8.4,10.51,5.7,82
E0704,support_engineer,8.4,6.24,4.7,58.4
E0705,implement_specialist,9,7.23,4.7,90.8
E0706,support_engineer,5.6,8.29,6.3,70.4
E0707,implement_specialist,7.5,6.28,6,20
E0708,implement_specialist,6.3,3.15,8.2,53.1
E0709,account_manager,6.7,4.82,8.2,53.9
E0710,account_manager,7.5,7.28,6.4,39.5
E0711,account_manager,7.1,4.82,5.4,65.5
E0712,implement_specialist,6.7,3.64,8,35.2
E0713,account_manager,6.9,6.05,4.5,57.4
E0714,account_manager,8.6,10.02,4.6,75.5
E0715,account_manager,7.5,7.9,3.2,64.8
E0716,support_engineer,7.9,1.31,7.2,62.8
E0717,implement_specialist,8.8,6.33,0.6,43.6
E0718,implement_specialist,7.1,5.07,4.9,50.5
E0719,account_manager,6.1,6.35,7.7,67.4
E0720,support_engineer,6,13.05,4.6,42.4
E0721,support_engineer,6,2.28,6.3,60.4
E0722,implement_specialist,5.1,10.75,7.7,28.5
E0723,implement_specialist,9.5,6.95,6.1,76.6
E0724,account_manager,7,11.37,5.6,69
E0725,account_manager,9.1,10.6,1.9,81.4
E0726,support_engineer,6.5,5.19,2.4,43.6
E0727,account_manager,4.6,4.88,8.8,63.9
E0728,support_engineer,8.7,9.03,2,65.5
E0729,support_engineer,9.1,7.37,1.3,61.5
E0730,support_engineer,8,9.11,8.4,33.5
E0731,account_manager,8.5,12.46,4,56.4
E0732,account_manager,8.2,8.17,4.3,78.5
E0733,account_manager,7.7,4.99,5.1,56
E0734,support_engineer,7.9,10.09,5.4,64
E0735,implement_specialist,6.4,2.35,7.9,53.6
E0736,implement_specialist,6.2,7.92,10.1,52.5
E0737,account_manager,8.2,5.31,7.5,63.3
E0738,implement_specialist,5.9,10.29,3,50.8
E0739,support_engineer,7.7,9.16,7,69.2
E0740,implement_specialist,9.5,10.45,0,100
E0741,implement_specialist,6.4,6.88,9.4,66
E0742,implement_specialist,8,7.11,4.2,55.1
E0743,account_manager,6.4,5.62,7.1,51.3
E0744,support_engineer,8.2,6.62,4.1,56.7
E0745,support_engineer,8,14.72,3.8,56.3
E0746,implement_specialist,6,7.06,6.7,53.2
E0747,account_manager,6,11.65,8.4,52.7
E0748,implement_specialist,8,8.13,2.5,81
E0749,account_manager,7.7,9.07,1.2,64.3
E0750,account_manager,7.7,10.62,6.9,61.4
E0751,account_manager,6.2,1.16,5,70.1
E0752,account_manager,6.1,5.72,6.3,47.2
E0753,account_manager,6.5,8.43,7.1,40.1
E0754,implement_specialist,10,3.51,0.1,94.5
E0755,support_engineer,7.7,11.8,4.5,37.7
E0756,support_engineer,6.7,2.39,5,53
E0757,implement_specialist,6.3,4.15,7.1,47.5
E0758,account_manager,8.4,8.43,3,80.1
E0759,account_manager,7.7,12.07,2.5,78.7
E0760,account_manager,9.6,7.59,3.3,100
E0761,support_engineer,7.1,9.2,5.3,54
E0762,account_manager,7,2.75,7.3,41.9
E0763,implement_specialist,7.7,9.11,7.3,87.3
E0764,account_manager,7,2.93,3.1,59.8
E0765,account_manager,5.7,3.12,6.3,67.3
E0766,implement_specialist,5.3,5.73,7.4,77.8
E0767,account_manager,7,4.99,6.8,80
E0768,account_manager,7.4,1.11,9.6,69.6
E0769,implement_specialist,6.5,6.51,9.6,40.7
E0770,implement_specialist,9.1,7.9,4.2,95
E0771,account_manager,8.1,7.83,6.2,56.3
E0772,account_manager,6.7,7.89,9.2,53.8
E0773,implement_specialist,5.9,5.43,7.5,71.6
E0774,implement_specialist,8.1,8.93,5.5,42
E0775,support_engineer,5,0,10.1,45.8
E0776,implement_specialist,7.1,6.81,7.3,45.3
E0777,support_engineer,8.4,4.66,5.7,63.7
E0778,implement_specialist,7.5,7.84,7.5,56.1
E0779,account_manager,5.5,8.85,9.2,47.1
E0780,account_manager,7.3,4.83,8.2,49.6
E0781,account_manager,7.1,11.4,6,78.3
E0782,account_manager,7.9,7,4,74.6
E0783,account_manager,6.6,6.33,7.2,42.9
E0784,account_manager,7.7,12.72,3.1,62.1
E0785,support_engineer,7.6,2.54,2.7,69.2
E0786,implement_specialist,6.8,6.21,11.9,54.2
E0787,implement_specialist,7.6,6.17,5.8,62.3
E0788,support_engineer,6.5,1.55,7.2,42.2
E0789,account_manager,7.3,3.32,6.1,49.7
E0790,account_manager,5.7,6.82,5.6,79.7
E0791,implement_specialist,9.4,13.1,1.5,92.9
E0792,account_manager,7.1,5.24,6.5,49.2
E0793,support_engineer,7.2,7.6,2.8,32.9
E0794,account_manager,6.4,3.89,10.3,72.6
E0795,implement_specialist,6.7,4.43,10.2,29.9
E0796,support_engineer,7.5,10.18,3,52.4
E0797,account_manager,8,7.85,3.7,97.1
E0798,implement_specialist,9.4,11.25,3.7,64.9
E0799,implement_specialist,8.1,16.69,2,80.8
E0800,support_engineer,5.1,6.33,6.5,60.9
E0801,account_manager,6.9,5.15,10.2,51.2
E0802,account_manager,8.4,7.77,2.7,72.9
E0803,account_manager,5.7,3.19,4.7,24.8
E0804,account_manager,8,7.79,2.7,61
E0805,account_manager,7.5,9.63,5.5,48.9
E0806,account_manager,5.8,3.24,6.3,39.9
E0807,account_manager,7.4,7.49,7.7,66.5
E0808,account_manager,7,4.88,5.7,63.8
E0809,support_engineer,8.1,2.16,8.3,62
E0810,support_engineer,6.6,8.37,3.1,57.5
E0811,implement_specialist,8.2,6.19,3.7,34.1
E0812,account_manager,7.5,6.08,5.8,60.5
E0813,implement_specialist,5.2,4.43,9.4,42.1
E0814,account_manager,5.7,0.93,10.2,50.6
E0815,account_manager,8.5,7.68,1.5,81.7
E0816,implement_specialist,7.1,5.25,5.9,35
E0817,account_manager,5.5,4.88,7.4,77
E0818,account_manager,6.2,4.59,6.8,43.2
E0819,support_engineer,7.2,4.73,6.4,51.8
E0820,account_manager,7.2,6.96,6,71.4
E0821,support_engineer,7.4,12.84,6,55.3
E0822,account_manager,6.6,4.81,10.6,35.5
E0823,support_engineer,8.7,13.29,2.7,86.9
E0824,account_manager,6.9,5.89,6.9,60.7
E0825,account_manager,8.8,12.5,3.6,73
E0826,support_engineer,7.7,3.97,6.3,63.6
E0827,implement_specialist,7.6,8.19,3.1,65.2
E0828,implement_specialist,8.7,8.96,0,75
E0829,implement_specialist,8.1,7.57,7,52.8
E0830,account_manager,8.6,4.75,7.5,74.3
E0831,account_manager,6.4,6.05,6.6,50.3
E0832,implement_specialist,6.6,6.65,7.8,56
E0833,implement_specialist,6.2,6.28,5.7,52.1
E0834,account_manager,7.3,5.55,7.9,77.2
E0835,account_manager,6.3,5.22,1.3,68.8
E0836,implement_specialist,6.5,6.44,5.2,54.9
E0837,account_manager,8.2,7.61,4,57.5
E0838,implement_specialist,9,9.5,6.6,42.1
E0839,account_manager,7.7,8.37,7,54.1
E0840,implement_specialist,7,5.04,8.7,41.3
E0841,support_engineer,5.8,4.74,3.2,62.6
E0842,support_engineer,7.1,4.48,11.9,81.6
E0843,support_engineer,7.7,9.24,7.2,58.2
E0844,support_engineer,6.9,1.39,7.8,33.3
E0845,implement_specialist,6.7,5.85,5.6,68.5
E0846,implement_specialist,7.8,10.6,3.9,30.9
E0847,support_engineer,7,6.95,8.9,41.9
E0848,account_manager,7.7,5.4,4.2,51
E0849,implement_specialist,9.1,10.52,2.2,96.7
E0850,account_manager,7.5,8.65,3.9,46.6
E0851,support_engineer,9.4,6.44,3.1,45.6
E0852,account_manager,6.6,6.58,4.5,76
E0853,account_manager,8.1,3.55,9.5,49.4
E0854,support_engineer,6.7,8.81,4.7,56.1
E0855,support_engineer,6,9.15,8.8,55.5
E0856,support_engineer,7.6,7.64,9.4,52.3
E0857,account_manager,8.9,15.36,1.7,85.7
E0858,support_engineer,8.8,10.13,5.5,57.7
E0859,implement_specialist,7.7,10.93,4.9,67.2
E0860,support_engineer,8,10.76,6,55.4
E0861,implement_specialist,6.6,11.31,0,51.7
E0862,implement_specialist,8.1,9.08,6.1,63
E0863,account_manager,6.7,5.92,8.5,86.6
E0864,account_manager,6.8,9.18,5.9,54.4
E0865,support_engineer,6.9,0,7.8,69.6
E0866,account_manager,6.4,9.62,7.4,28.5
E0867,implement_specialist,7.1,7.61,2.7,74.2
E0868,account_manager,6.9,5.62,5.2,50.4
E0869,implement_specialist,5.9,7.84,9.8,55.6
E0870,account_manager,8.6,11.4,3.9,58.2
E0871,implement_specialist,6.4,4.25,4.8,72.3
E0872,implement_specialist,7.7,2.69,9.3,69.1
E0873,implement_specialist,7.5,7.92,7.8,38.8
E0874,implement_specialist,6.9,5.16,7.5,56.6
E0875,account_manager,6.8,9.48,2,65.3
E0876,account_manager,7.5,7.48,3.9,49.1
E0877,support_engineer,8.7,6.47,6.6,89.9
E0878,support_engineer,6,7.06,4.7,65.3
E0879,implement_specialist,8.4,7.95,3,54.7
E0880,account_manager,5.9,7.43,5,49.9
E0881,account_manager,7.2,6.77,2.3,73.8
E0882,account_manager,7,5.31,6.6,64.7
E0883,implement_specialist,6.5,1.4,8.5,69.4
E0884,account_manager,5.6,6.88,4.3,55
E0885,account_manager,5.9,7.3,8.4,15.9
E0886,support_engineer,6.9,7.65,1.5,71.5
E0887,support_engineer,9.4,5.62,3,57.1
E0888,implement_specialist,8.3,9.95,6.6,67.9
E0889,support_engineer,7.1,11.65,6.3,55.2
E0890,account_manager,7.2,5.02,4.3,83.8
E0891,implement_specialist,5.6,2.43,7.8,40.2
E0892,support_engineer,7.1,8.93,7,45.5
E0893,support_engineer,9.2,2.6,5.5,65.3
E0894,support_engineer,9.1,10.16,1.4,57.6
E0895,account_manager,6.9,8.64,7.1,39.2
E0896,support_engineer,7.1,6.79,7.2,60
E0897,implement_specialist,7.3,4.99,5,43.3
E0898,implement_specialist,5.2,5.61,8.5,65.7
E0899,account_manager,6.9,1.97,4.4,51.9
E0900,account_manager,6.1,7.33,5,63.1
E0901,implement_specialist,8.2,11.56,5.2,62.8
E0902,implement_specialist,5.9,2.24,10.2,59
E0903,implement_specialist,7.9,8.89,4.7,69.4
E0904,implement_specialist,4.4,6.09,11.6,53.1
E0905,implement_specialist,7.3,12.65,3,82.2
E0906,account_manager,7.9,7.58,10.9,14.6
E0907,support_engineer,6.1,7.56,10.4,61.8
E0908,implement_specialist,5.3,3.27,5.4,50.3
E0909,implement_specialist,6.1,9.08,6.7,52.2
E0910,implement_specialist,8.6,8.4,0,67.4
E0911,implement_specialist,6.9,7.12,10.9,57.9
E0912,support_engineer,8.9,8.57,4.2,84
E0913,implement_specialist,7.6,7.46,3.2,67.2
E0914,support_engineer,8.8,11.35,4.3,92
E0915,account_manager,7,7.77,9.7,65.8
E0916,account_manager,6.3,7.38,6.4,74.4
E0917,account_manager,9.1,10.85,4.9,59.4
E0918,implement_specialist,8.1,9.22,6.3,41
E0919,implement_specialist,9.3,4.24,6.8,68.6
E0920,support_engineer,7.5,8.03,1.4,55.3
E0921,account_manager,7.8,0.37,10.1,79.1
E0922,implement_specialist,8,8.47,1.5,75.3
E0923,implement_specialist,6.3,6.58,8,82.2
E0924,account_manager,6.5,0,7.1,65.1
E0925,support_engineer,8.8,6.42,7.6,80.2
E0926,support_engineer,6.7,8.29,6,49.3
E0927,implement_specialist,6.1,9.09,8.3,35.9
E0928,account_manager,6.4,3.77,6.7,61.7
E0929,support_engineer,7.1,9.66,0.4,79.3
E0930,account_manager,5.6,5.98,10.2,54.9
E0931,account_manager,7.1,3.94,6.5,39.8
E0932,implement_specialist,8.4,6.36,7.8,41.4
E0933,account_manager,7.4,4.07,7.6,58.9
E0934,implement_specialist,9.4,5.21,4.7,52.9
E0935,account_manager,8.3,9.21,4.6,88.8
E0936,implement_specialist,6.5,6,9.4,33.6
E0937,account_manager,5.4,4.54,5.7,71.9
E0938,implement_specialist,7.1,9.93,1.9,73.4
E0939,implement_specialist,7.3,5.05,3,61.4
E0940,support_engineer,7.7,6.19,6.1,86.8
E0941,account_manager,6,9.28,9.1,78.5
E0942,support_engineer,7.4,11.92,3.3,53.7
E0943,implement_specialist,8.5,2.6,8.2,73.1
E0944,implement_specialist,6,4.88,7.8,49.9
E0945,implement_specialist,8.1,8.97,7.8,58.1
E0946,support_engineer,8.5,8.67,7.6,90.3
E0947,implement_specialist,7,5.93,7,56.4
E0948,account_manager,8.3,7.52,4.4,85.4
E0949,implement_specialist,6,7.33,6.3,68.8
E0950,support_engineer,7.4,5.14,7.2,40.1
E0951,implement_specialist,8.9,9.77,2.8,76
E0952,support_engineer,5.4,5.92,6.7,47.1
E0953,implement_specialist,6.6,8.66,3.6,49
E0954,implement_specialist,8.4,4.64,5.5,57.9
E0955,implement_specialist,6.2,3.09,4.3,73.8
E0956,account_manager,6.6,8.34,4.5,41.7
E0957,implement_specialist,5.8,7.72,9.9,62.6
E0958,account_manager,7.4,10.23,4.7,63.1
E0959,implement_specialist,9,7.29,2.1,66.6
E0960,implement_specialist,7.1,10.96,5,57.2
E0961,support_engineer,8,4.54,5.2,51
E0962,implement_specialist,6.9,1.17,9.4,41.3
E0963,implement_specialist,7.2,5.46,6.5,56.9
E0964,account_manager,5.2,3.88,10.6,82.4
E0965,account_manager,6.8,7.9,2,70.6
E0966,account_manager,6.7,6.76,8.3,81.5
E0967,support_engineer,7.7,2.97,5.7,51.1
E0968,account_manager,5.9,11.29,4.4,55.1
E0969,support_engineer,7.2,7.03,5.6,60
E0970,implement_specialist,5.6,5.87,5.3,56.6
E0971,implement_specialist,8.8,8.86,4.2,66.5
E0972,account_manager,7.7,10.46,4.1,52.9
E0973,support_engineer,5,5.17,10.1,50.9
E0974,account_manager,7.4,1.11,5,71.9
E0975,support_engineer,5.3,7.07,8.3,61.4
E0976,implement_specialist,6,7.91,8,48.2
E0977,account_manager,8.4,7.76,4.7,67.8
E0978,implement_specialist,6.3,5.95,3.8,59.6
E0979,support_engineer,8.3,14.9,2.6,67.8
E0980,account_manager,7.5,11.66,4.7,49.6
E0981,implement_specialist,7,2.3,5,62.8
E0982,account_manager,8.1,10.03,2.8,72.3
E0983,support_engineer,5.7,6.42,7.2,48.7
E0984,account_manager,5.4,6.17,8.3,57.2
E0985,support_engineer,7.8,3.94,1.2,44
E0986,implement_specialist,6.7,9.35,3.1,78
E0987,account_manager,7.1,7.4,7.3,47.1
E0988,support_engineer,6.3,5.17,6.4,79.7
E0989,account_manager,7.4,8.67,5.9,51.2
E0990,account_manager,7.6,9.08,8.4,37
E0991,account_manager,7.7,6.15,9.5,24.5
E0992,account_manager,5.9,12.59,8.5,46.1
E0993,support_engineer,9.7,8.69,5.8,53.7
E0994,account_manager,5.7,4.31,11.6,38.3
E0995,support_engineer,6.7,6.9,0.8,47.4
E0996,implement_specialist,8.1,6.25,4.9,52.6
E0997,support_engineer,9.5,9.93,3.8,62.9
E0998,support_engineer,8.1,3.71,4.5,38.9
E0999,support_engineer,5.5,4.1,8,55.3
E1000,account_manager,7.6,9.76,4.6,49.6
E1001,account_manager,8.7,6.77,7.1,72
E1002,implement_specialist,6.7,6.76,3.3,79.9
E1003,support_engineer,7.4,6.91,4.6,62.1
E1004,support_engineer,6.7,3.38,5.9,49.2
E1005,account_manager,7.1,9.18,5.3,65.5
E1006,implement_specialist,6.7,5.54,6.2,47.4
E1007,account_manager,6.8,8,5.3,39.7
E1008,account_manager,6.4,0,9.5,69.1
E1009,account_manager,8.3,5.3,5.9,65.5
E1010,support_engineer,5.8,4.44,8,44.6
E1011,implement_specialist,5.6,4.14,5.6,71.1
E1012,implement_specialist,6,9.55,6,53.1
E1013,implement_specialist,6.9,7.28,7.7,43.1
E1014,implement_specialist,6,7.11,11.2,62.5
E1015,support_engineer,8.6,6.44,5.7,78.8
E1016,implement_specialist,8.5,9.78,4.2,34.7
E1017,account_manager,7.1,8.48,11.7,63.2
E1018,support_engineer,8.4,7.65,3.8,84.1
E1019,account_manager,6.3,9.15,6.4,80.5
E1020,implement_specialist,6.6,11.76,8.4,32.9
E1021,account_manager,7.5,9.67,6.1,69.3
E1022,account_manager,8.3,15.3,3.8,80
E1023,account_manager,7.9,3.42,3.3,67.1
E1024,support_engineer,7.5,11.18,4.6,58.1
E1025,support_engineer,7.5,7.85,0.9,49.9
E1026,account_manager,5.2,1.94,12,56.9
E1027,implement_specialist,8.7,11.34,2.7,45.7
E1028,account_manager,8.9,5.02,5.2,79.5
E1029,implement_specialist,8.7,3.28,4.6,53.9
E1030,account_manager,8.1,10.33,1.9,59.8
E1031,support_engineer,6.2,4.52,3.5,78.4
E1032,implement_specialist,7,2.73,1.2,34.1
E1033,account_manager,6.6,5.64,7.4,41.8
E1034,support_engineer,6.5,7.29,10,52.8
E1035,implement_specialist,5.8,4.84,9.4,71.7
E1036,support_engineer,6.7,6.38,6.2,61.1
E1037,account_manager,6.5,4.32,1.7,68.3
E1038,account_manager,6.5,4.16,9.2,70.6
E1039,implement_specialist,6.2,5.72,10.5,80.8
E1040,account_manager,5.9,7.2,12,61.5
E1041,implement_specialist,7,10.49,5,52.1
E1042,account_manager,9.1,14.39,1.5,54.6
E1043,implement_specialist,6.6,5.62,4.5,62.1
E1044,support_engineer,8.8,5.41,3.7,38.1
E1045,support_engineer,7.3,6.59,2.5,71.5
E1046,implement_specialist,8.4,10.02,0,80
E1047,implement_specialist,4.7,3.7,7.5,60.4
E1048,account_manager,5.9,3.58,5,36
E1049,account_manager,5.8,4.23,10.9,89.5
E1050,account_manager,6,8.02,7.4,48.6
E1051,implement_specialist,5.3,5.79,5.4,47.9
E1052,support_engineer,7.3,9.17,4.4,53.1
E1053,support_engineer,8,4.03,6,46.5
E1054,account_manager,6,4.07,7.4,44
E1055,implement_specialist,8.4,10.43,4.9,71
E1056,implement_specialist,6.4,2.91,6.5,41.7
E1057,implement_specialist,8,13.57,3.9,76.9
E1058,implement_specialist,6.5,9.37,5.4,66.7
E1059,account_manager,6.6,4.25,4.4,42.4
E1060,account_manager,8,8.5,2.1,51.2
E1061,implement_specialist,8.5,7.57,6.6,52.3
E1062,support_engineer,9.6,13.29,0.5,65.7
E1063,account_manager,4.4,8.37,4.8,50.1
E1064,account_manager,7,10.47,5,51.8
E1065,account_manager,6.9,1.84,4.6,76.2
E1066,implement_specialist,10.5,5.03,1.7,83.1
E1067,support_engineer,7.8,5.97,1.5,45.4
E1068,implement_specialist,6.8,7.92,9.6,58.2
E1069,implement_specialist,8.6,5.54,7.8,51
E1070,account_manager,7.1,5.99,4.8,82.9
E1071,support_engineer,7.1,2.32,5.3,78.4
E1072,account_manager,7,6.49,5,69.6
E1073,support_engineer,6,4.02,8.9,39.2
E1074,support_engineer,8.3,7.54,3.7,60
E1075,support_engineer,6.7,6.98,9.7,67.7
E1076,implement_specialist,6.7,5.35,5.7,54.5
E1077,implement_specialist,6.9,3.11,4.2,55.7
E1078,account_manager,6.6,3.93,6.3,47.3
E1079,implement_specialist,7.2,7.59,6.7,81.6
E1080,account_manager,9.9,9.26,4.5,68.9
E1081,account_manager,8.3,8.52,3.1,55
E1082,implement_specialist,6.9,5.99,4.9,59.9
E1083,account_manager,8.3,6.1,2.7,55.6
E1084,account_manager,5.6,8.31,6.5,39.5
E1085,support_engineer,6.1,1.58,9.6,74.3
E1086,account_manager,9.3,10.35,2.1,77.9
E1087,account_manager,6,9.72,8.9,34.1
E1088,implement_specialist,7.8,9.1,2,95.6
E1089,support_engineer,7.1,4.23,5.7,47.8
E1090,support_engineer,8.2,11.13,2.1,76
E1091,account_manager,6,10.07,3.9,51.4
E1092,support_engineer,6.4,6.53,7.9,50.3
E1093,account_manager,6.8,4.89,8,53.6
E1094,account_manager,8.9,10.45,2,94.4
E1095,account_manager,5.3,6.98,5.8,59.4
E1096,support_engineer,7.7,9.7,8.1,41.1
E1097,implement_specialist,8.3,10,4,78.6
E1098,account_manager,8.5,7.08,8.6,59.2
E1099,account_manager,6.3,5.69,4.6,45.8
E1100,implement_specialist,7.6,12.57,4.1,57.6
E1101,account_manager,6.1,4.1,10,63.2
E1102,support_engineer,6.2,4.65,7,59.8
E1103,support_engineer,6.8,10.35,2.5,42.2
E1104,implement_specialist,9.9,5.33,6.5,75.1
E1105,account_manager,5.6,10.24,7,59.2
E1106,implement_specialist,7,8.81,10.2,40.5
E1107,implement_specialist,6.7,7,4.1,46.9
E1108,support_engineer,6.1,6.17,12,60.2
E1109,account_manager,8.7,6.87,2.2,93.7
